Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
22-01-2025,17:58:09,BK938099,Failed,C41002,Prime Sedan,Burrabazar,Jadavpur,null,null,null,Customer related issue,null,null,433,null,0,null,null
15-01-2025,13:48:57,BK717909,Failed,C51658,Prime Sedan,Sinthi,Rashbehari,287,125,null,null,No,null,664,UPI,24,3.6,4.4
27-01-2025,23:48:12,BK519361,Failed,C19674,Prime SUV,BBD Bagh,Kalighat,98,50,null,null,No,null,159,UPI,40,4,4.7
31-01-2025,21:32:04,BK699657,Success,C98351,Mini,Garden Reach,New Town,70,85,null,null,No,null,556,UPI,27,5,3.2
13-01-2025,14:51:52,BK887783,Success,C25008,Mini,Shyambazar,Garia,252,110,null,null,Yes,Customer Demand,184,Cash,2,4.3,4.4
29-01-2025,04:58:53,BK342948,Success,C10940,eBike,Lake Gardens,Gariahat,294,65,null,null,No,null,295,Cash,6,3.5,3.2
10-01-2025,18:57:47,BK410130,Success,C61226,Mini,Kankurgachi,Shalimar,168,145,null,null,No,null,794,Cash,25,4.8,4
24-01-2025,06:43:51,BK789806,Success,C39298,Prime Sedan,Garden Reach,Moulali,301,110,null,null,No,null,330,Cash,27,4,4.1
12-01-2025,03:27:12,BK465250,Success,C96813,Mini,New Town,Bhawanipore,63,95,null,null,No,null,187,UPI,34,4.9,3.8
07-01-2025,13:10:31,BK842270,Failed,C21752,Prime SUV,Kankurgachi,Baguiati,84,145,null,null,No,null,487,Cash,9,3.6,3.8
24-01-2025,20:34:55,BK307227,Success,C68118,Mini,Belgachia,Esplanade,null,null,null,Personal & Car related issue,null,null,426,null,0,null,null
27-01-2025,12:01:39,BK260274,Success,C62680,Prime Plus,Shyambazar,Garia,105,40,null,null,No,null,229,Cash,15,4.6,5
25-01-2025,13:55:34,BK383906,Success,C49508,eBike,Ballygunge,Jora Bridge,154,130,null,null,No,null,445,UPI,48,4.9,4.6
07-01-2025,20:34:51,BK957295,Success,C11005,Bike,Alipore,College Street,182,70,null,null,No,null,134,Cash,8,3.3,4
16-01-2025,21:46:11,BK528794,Success,C91562,Prime Plus,Rajarhat,Belgachia,154,145,null,null,No,null,119,Cash,9,4.2,4
18-01-2025,18:47:08,BK761514,Failed,C81798,Mini,Madhyamgram,Kalighat,null,null,null,null,null,null,214,null,0,null,null
12-01-2025,18:48:45,BK128212,Success,C77608,Prime Plus,Golf Green,Behala,77,25,null,null,No,null,113,Cash,14,4.9,3.6
15-01-2025,02:30:24,BK345636,Failed,C86311,Prime Plus,Belgachia,Patuli,null,null,null,Personal & Car related issue,null,null,362,null,0,null,null
16-01-2025,17:41:42,BK841692,Success,C59387,Prime Plus,Sealdah,Behala,119,25,null,null,No,null,545,UPI,6,3.3,4.9
13-01-2025,06:59:43,BK685675,Failed,C49864,Bike,Sarat Bose Road,Kasba,287,95,null,null,No,null,498,Cash,11,3.2,4.3
28-01-2025,15:47:21,BK814157,Success,C79200,eBike,Patuli,Entally,null,null,null,null,null,null,117,null,0,null,null
04-01-2025,07:16:11,BK754352,Failed,C65882,eBike,Park Street,Rajarhat,null,null,null,More than permitted people in there,null,null,230,null,0,null,null
20-01-2025,16:57:16,BK724036,Failed,C33710,Prime Sedan,Jadavpur,Golf Green,105,35,null,null,No,null,304,Cash,28,3.6,3
13-01-2025,05:29:03,BK569712,Success,C79669,Prime Plus,Baguiati,Bowbazar,null,null,null,Personal & Car related issue,null,null,318,null,0,null,null
31-01-2025,05:23:43,BK286519,Success,C83886,Prime Plus,Rashbehari,Kasba,259,95,null,null,No,null,130,Cash,18,3.1,4.9
07-01-2025,18:53:49,BK815396,Success,C34582,Mini,Burrabazar,Barasat,189,75,null,null,No,null,419,Cash,12,4.7,4.2
12-01-2025,03:34:42,BK715729,Failed,C91827,Prime Sedan,Shyambazar,Golf Green,null,null,null,Customer related issue,null,null,399,null,0,null,null
15-01-2025,06:53:37,BK590921,Success,C77924,Mini,Entally,Dumdum,null,null,null,null,null,null,2900,null,0,null,null
03-01-2025,18:50:46,BK218661,Success,C77532,eBike,Maniktala,Salt Lake,168,70,null,null,No,null,121,Cash,31,4.2,3.1
31-01-2025,04:37:38,BK471865,Success,C99156,Bike,Madhyamgram,BBD Bagh,189,90,null,null,No,null,107,UPI,27,3.5,3.3
28-01-2025,14:08:05,BK883885,Success,C10356,Mini,Lake Town,Golf Green,null,null,Driver is not moving towards pickup location,null,null,null,424,null,0,null,null
22-01-2025,16:29:16,BK812188,Failed,C59167,Bike,Howrah,Kankurgachi,null,null,null,Customer was coughing/sick,null,null,307,null,0,null,null
12-01-2025,18:17:01,BK993583,Failed,C14794,Bike,Sealdah,Salt Lake,119,70,null,null,No,null,583,Cash,40,4.5,4.2
23-01-2025,22:26:48,BK284388,Success,C84031,Prime Plus,Moulali,Hazra,null,null,null,Personal & Car related issue,null,null,325,null,0,null,null
01-01-2025,17:41:32,BK650332,Success,C43046,eBike,Entally,Chowringhee,154,140,null,null,No,null,216,UPI,33,4.4,4.5
11-01-2025,02:40:10,BK826504,Success,C80302,Prime Sedan,Gariahat,Tollygunge,null,null,null,Customer related issue,null,null,337,null,0,null,null
08-01-2025,11:02:25,BK535386,Success,C88647,Prime Plus,Esplanade,Dumdum,196,120,null,null,No,null,373,Cash,26,4.6,4.1
23-01-2025,01:19:19,BK270109,Success,C86537,Mini,Kidderpore,Baguiati,null,null,Change of plans,null,null,null,121,null,0,null,null
24-01-2025,12:06:28,BK481067,Success,C23758,Prime SUV,Bowbazar,Tollygunge,140,135,null,null,No,null,584,UPI,18,3.1,3.3
01-01-2025,01:46:48,BK902634,Success,C85445,Bike,Park Street,Hazra,null,null,AC is Not working,null,null,null,372,null,0,null,null
22-01-2025,02:06:41,BK109187,Failed,C57328,Prime SUV,Sonarpur,Lake Town,null,null,null,Personal & Car related issue,null,null,482,null,0,null,null
28-01-2025,21:09:29,BK985234,Success,C99616,Prime Sedan,Ballygunge,Bowbazar,null,null,Wrong Address,null,null,null,169,null,0,null,null
28-01-2025,03:00:46,BK554957,Success,C98816,Prime Plus,Naktala,BBD Bagh,null,null,null,null,null,null,655,null,0,null,null
29-01-2025,14:03:04,BK605654,Success,C10053,Mini,Garden Reach,Behala,119,30,null,null,No,null,398,UPI,4,3.3,3.3
10-01-2025,03:46:13,BK165972,Success,C82713,Prime Plus,Dharmatala,Barasat,154,90,null,null,No,null,198,Cash,2,3.3,3.6
03-01-2025,11:28:14,BK547917,Success,C98944,Prime Sedan,Entally,Chowringhee,null,null,null,null,null,null,482,null,0,null,null
15-01-2025,00:13:41,BK759676,Success,C36521,Bike,Patuli,Ballygunge,238,140,null,null,No,null,305,UPI,23,3.8,4.4
26-01-2025,22:37:19,BK129579,Success,C71797,Bike,Shalimar,Hazra,null,null,null,More than permitted people in there,null,null,294,null,0,null,null
25-01-2025,01:05:55,BK176130,Failed,C66633,Bike,Bowbazar,Bhawanipore,252,65,null,null,No,null,161,Cash,5,4.1,4
07-01-2025,19:01:44,BK813318,Failed,C87226,Mini,Dharmatala,Garia,null,null,null,Customer related issue,null,null,404,null,0,null,null
19-01-2025,19:46:23,BK120006,Failed,C68183,Mini,New Town,Moulali,126,60,null,null,No,null,169,Cash,12,4.7,3.8
24-01-2025,20:20:17,BK975771,Failed,C63386,eBike,Ultadanga,Lake Town,56,45,null,null,No,null,501,UPI,49,4.5,3.1
22-01-2025,01:22:40,BK929875,Failed,C17394,Mini,Lake Gardens,Barasat,301,125,null,null,No,null,101,Cash,1,3.6,3.7
10-01-2025,12:23:38,BK717772,Success,C60071,Mini,Howrah,Dharmatala,175,120,null,null,No,null,192,Cash,15,4.6,4.5
20-01-2025,20:53:22,BK168374,Failed,C17415,Mini,Alipore,Lake Town,null,null,null,More than permitted people in there,null,null,393,null,0,null,null
20-01-2025,17:09:21,BK600181,Success,C84841,Mini,Hazra,Naktala,null,null,AC is Not working,null,null,null,414,null,0,null,null
26-01-2025,01:03:08,BK173246,Success,C62289,eBike,Bowbazar,Park Street,null,null,Change of plans,null,null,null,1816,null,0,null,null
14-01-2025,08:37:05,BK277236,Failed,C88277,Auto,Esplanade,Ultadanga,161,75,null,null,No,null,366,Cash,28,3.8,3.2
31-01-2025,19:06:07,BK892512,Success,C27601,Mini,Baguiati,Ballygunge,null,null,null,null,null,null,417,null,0,null,null
22-01-2025,20:49:43,BK675263,Failed,C40910,Prime Plus,Bhawanipore,Barasat,231,135,null,null,No,null,2884,UPI,48,3.8,4.9
24-01-2025,18:17:15,BK711548,Success,C83208,eBike,New Town,Garden Reach,null,null,null,Personal & Car related issue,null,null,371,null,0,null,null
11-01-2025,15:51:40,BK608771,Success,C89522,Prime Plus,Lake Gardens,Naktala,56,45,null,null,No,null,175,UPI,2,3.4,3.3
27-01-2025,02:28:26,BK232739,Failed,C21920,Auto,Park Street,Tollygunge,70,85,null,null,No,null,494,UPI,28,3.1,3.8
12-01-2025,16:11:08,BK129510,Success,C56938,Mini,Golf Green,Sealdah,49,100,null,null,No,null,441,UPI,27,3.1,3.1
18-01-2025,03:51:07,BK365138,Failed,C20180,Auto,Dharmatala,Jadavpur,252,80,null,null,No,null,471,Cash,23,4.4,4.6
01-01-2025,16:08:23,BK392145,Success,C25732,Prime SUV,Lake Town,Baguiati,210,85,null,null,No,null,389,Cash,14,3.2,4.6
16-01-2025,16:42:10,BK352859,Failed,C18294,eBike,Sonarpur,Dunlop,null,null,null,Customer related issue,null,null,202,null,0,null,null
06-01-2025,20:44:08,BK123084,Success,C14097,Prime Sedan,Moulali,Jadavpur,null,null,null,Customer was coughing/sick,null,null,253,null,0,null,null
21-01-2025,07:18:26,BK690564,Success,C92654,Prime SUV,Sonarpur,Naktala,217,105,null,null,No,null,882,Cash,43,3.2,4.1
08-01-2025,11:14:36,BK309794,Failed,C95892,Bike,Dharmatala,Garden Reach,null,null,Driver asked to cancel,null,null,null,176,null,0,null,null
26-01-2025,18:10:54,BK353992,Success,C84438,Prime Sedan,Garden Reach,Madhyamgram,259,120,null,null,No,null,417,UPI,24,4.2,3.8
24-01-2025,14:32:40,BK987561,Success,C29135,eBike,Naktala,Kankurgachi,273,55,null,null,No,null,130,Credit Card,41,3.5,4.5
14-01-2025,14:29:46,BK388106,Success,C98340,Prime SUV,Salt Lake,Sonarpur,168,40,null,null,No,null,235,UPI,17,3.7,3.7
17-01-2025,04:02:22,BK283305,Failed,C44014,Auto,Gariahat,Lake Town,231,60,null,null,No,null,325,Credit Card,21,4.7,5
12-01-2025,16:46:57,BK849032,Success,C33850,Prime Plus,Sarat Bose Road,Park Street,252,40,null,null,No,null,290,UPI,22,4.8,4.4
27-01-2025,10:56:18,BK972424,Failed,C42963,eBike,College Street,Kankurgachi,63,25,null,null,No,null,131,Cash,20,4.4,3.1
23-01-2025,07:22:56,BK616989,Failed,C75619,Bike,Dumdum,Madhyamgram,null,null,AC is Not working,null,null,null,148,null,0,null,null
23-01-2025,01:07:35,BK397924,Success,C95747,Prime SUV,Bhawanipore,Patuli,null,null,AC is Not working,null,null,null,463,null,0,null,null
19-01-2025,20:36:44,BK121051,Success,C45209,Bike,Metiabruz,Ultadanga,161,140,null,null,No,null,339,UPI,17,3.1,3.4
22-01-2025,10:31:20,BK185595,Failed,C15952,Prime Sedan,Howrah,Rashbehari,null,null,null,null,null,null,314,null,0,null,null
19-01-2025,18:30:50,BK839226,Success,C12595,eBike,Rashbehari,Gariahat,91,145,null,null,No,null,512,Cash,48,3.1,4.2
27-01-2025,17:14:16,BK109114,Failed,C92045,eBike,Lake Town,Patuli,null,null,null,null,null,null,443,null,0,null,null
15-01-2025,20:23:10,BK690827,Failed,C91549,Prime Plus,Rajarhat,Metiabruz,266,85,null,null,No,null,1467,UPI,32,4.7,3.5
30-01-2025,13:22:22,BK934616,Failed,C47219,Prime Sedan,Naktala,Sealdah,null,null,null,null,null,null,353,null,0,null,null
03-01-2025,01:56:51,BK102126,Success,C96008,eBike,Lake Town,Jora Bridge,154,110,null,null,No,null,444,UPI,1,3.8,4.1
23-01-2025,03:09:10,BK140494,Success,C92463,Prime Sedan,Burrabazar,Behala,210,55,null,null,No,null,476,UPI,23,3.1,4.9
11-01-2025,20:12:30,BK866135,Success,C85971,Mini,Golf Green,Dharmatala,null,null,null,Personal & Car related issue,null,null,142,null,0,null,null
29-01-2025,00:14:19,BK334680,Success,C96911,Prime Plus,Ballygunge,Sarat Bose Road,154,145,null,null,No,null,471,UPI,26,4.9,3.8
03-01-2025,21:26:22,BK251782,Failed,C38862,Bike,Naktala,Entally,252,40,null,null,No,null,382,Cash,21,3.6,4.2
05-01-2025,08:26:41,BK877179,Failed,C73463,Auto,Entally,Burrabazar,null,null,null,Personal & Car related issue,null,null,401,null,0,null,null
27-01-2025,17:55:21,BK896400,Failed,C77919,Prime Sedan,Dumdum,Entally,161,30,null,null,No,null,148,Cash,18,3.1,4.1
07-01-2025,21:12:06,BK431470,Success,C35125,eBike,Behala,Patuli,119,100,null,null,No,null,204,UPI,11,4.8,3.4
22-01-2025,17:15:23,BK824709,Success,C11003,Prime SUV,Jora Bridge,Barasat,168,110,null,null,No,null,666,Cash,9,4.5,3
21-01-2025,08:33:27,BK987933,Failed,C64545,Prime Plus,Sinthi,Shalimar,126,60,null,null,No,null,425,UPI,5,4.8,4.4
16-01-2025,10:53:58,BK787864,Success,C18116,Prime Plus,Sonarpur,Howrah,154,105,null,null,No,null,172,Cash,41,3.1,4.2
06-01-2025,14:14:13,BK769461,Failed,C50502,Prime Sedan,Rajarhat,Entally,98,50,null,null,No,null,398,Cash,35,4.9,3.5
29-01-2025,07:39:09,BK439924,Failed,C29985,Prime SUV,Kalighat,Lake Town,null,null,Wrong Address,null,null,null,741,null,0,null,null
04-01-2025,05:30:29,BK197285,Failed,C85742,Prime Sedan,Kalighat,Metiabruz,null,null,null,null,null,null,446,null,0,null,null
15-01-2025,12:28:59,BK283043,Success,C92927,Prime Sedan,Bhawanipore,Barasat,null,null,null,More than permitted people in there,null,null,315,null,0,null,null
10-01-2025,09:12:37,BK807120,Failed,C89698,eBike,Kidderpore,Metiabruz,112,125,null,null,No,null,470,Cash,38,3.6,4.2
11-01-2025,14:12:08,BK881742,Success,C32238,Auto,Madhyamgram,Moulali,161,40,null,null,No,null,106,UPI,7,3.4,4.9
28-01-2025,15:06:54,BK579772,Failed,C13476,Mini,Chowringhee,Naktala,119,135,null,null,No,null,1468,Cash,31,4.7,4.2
19-01-2025,05:07:32,BK928992,Success,C66887,Bike,Lake Gardens,Patuli,null,null,null,Personal & Car related issue,null,null,408,null,0,null,null
24-01-2025,22:08:32,BK232706,Success,C35037,Bike,Moulali,Park Street,294,95,null,null,Yes,Customer Demand,1805,UPI,4,3.7,4
14-01-2025,08:55:21,BK902624,Success,C59564,Mini,Shalimar,Gariahat,null,null,Driver asked to cancel,null,null,null,2925,null,0,null,null
12-01-2025,12:49:20,BK615779,Failed,C96766,Mini,Maniktala,Esplanade,null,null,null,null,null,null,1048,null,0,null,null
16-01-2025,23:14:18,BK648967,Success,C12471,Prime Sedan,Kidderpore,Dumdum,112,130,null,null,No,null,360,UPI,1,4.4,4.7
11-01-2025,19:25:35,BK540550,Success,C22978,Prime Sedan,Kalighat,Rajarhat,null,null,Driver is not moving towards pickup location,null,null,null,341,null,0,null,null
23-01-2025,14:49:01,BK602134,Success,C47105,Prime Plus,Park Street,Maniktala,287,55,null,null,No,null,310,Cash,2,3.1,4.9
13-01-2025,23:12:07,BK736588,Success,C22956,Auto,Ultadanga,Salt Lake,63,105,null,null,No,null,1289,Cash,3,4.4,3.3
23-01-2025,09:31:20,BK223859,Failed,C20949,Prime Plus,Garia,Ballygunge,287,80,null,null,No,null,1540,UPI,12,3.4,4.6
11-01-2025,16:31:26,BK646867,Success,C32120,Prime Sedan,Salt Lake,Tollygunge,294,50,null,null,No,null,745,Cash,3,3.8,4.7
04-01-2025,16:32:20,BK381892,Failed,C48081,Prime Plus,Moulali,Dumdum,null,null,Driver asked to cancel,null,null,null,459,null,0,null,null
02-01-2025,20:00:24,BK493333,Success,C84848,Prime SUV,Entally,Bhawanipore,126,45,null,null,No,null,313,Cash,38,3.4,3.3
24-01-2025,11:54:39,BK738105,Failed,C59020,Bike,Garia,Maniktala,null,null,null,Customer was coughing/sick,null,null,130,null,0,null,null
16-01-2025,08:48:16,BK728478,Failed,C19896,Bike,Dharmatala,Rajarhat,168,115,null,null,No,null,517,Cash,14,3.6,4.7
08-01-2025,22:08:02,BK533243,Failed,C86803,Mini,Sealdah,Kasba,147,90,null,null,No,null,332,UPI,31,4.4,4.3
30-01-2025,00:38:01,BK789723,Success,C22827,Mini,Moulali,Baguiati,224,45,null,null,No,null,496,Cash,40,4.4,3.1
23-01-2025,13:46:37,BK367545,Failed,C49171,Bike,Madhyamgram,Rashbehari,null,null,null,Customer related issue,null,null,145,null,0,null,null
03-01-2025,14:35:46,BK449047,Success,C43882,Auto,Entally,Shyambazar,112,100,null,null,No,null,229,Cash,7,3,4.7
08-01-2025,17:23:29,BK254202,Success,C80756,Mini,Rajarhat,BBD Bagh,null,null,null,Personal & Car related issue,null,null,470,null,0,null,null
29-01-2025,13:19:21,BK302533,Success,C11454,Auto,Rajarhat,Gariahat,196,115,null,null,No,null,278,UPI,48,3.5,4.2
02-01-2025,06:59:19,BK539110,Failed,C14501,Prime Sedan,Jadavpur,Garden Reach,49,50,null,null,No,null,790,UPI,16,3.5,3.1
14-01-2025,05:10:26,BK128762,Failed,C89277,Prime Plus,Kankurgachi,Park Street,null,null,null,null,null,null,941,null,0,null,null
22-01-2025,06:34:20,BK609594,Success,C61280,Auto,Sealdah,Ballygunge,null,null,null,null,null,null,2801,null,0,null,null
23-01-2025,12:41:32,BK374354,Success,C11564,eBike,BBD Bagh,Sarat Bose Road,140,115,null,null,Yes,Customer Demand,525,UPI,11,3,4.5
29-01-2025,10:13:16,BK585975,Success,C92200,Prime SUV,Garden Reach,Moulali,null,null,null,Personal & Car related issue,null,null,433,null,0,null,null
15-01-2025,04:33:14,BK631564,Failed,C23782,Auto,Kankurgachi,BBD Bagh,null,null,null,Customer related issue,null,null,376,null,0,null,null
23-01-2025,10:09:20,BK464493,Success,C84625,Prime SUV,College Street,Lake Town,252,140,null,null,No,null,346,Cash,13,3.7,4.1
28-01-2025,13:03:01,BK151883,Success,C58108,Prime Sedan,Dumdum,New Town,null,null,null,More than permitted people in there,null,null,260,null,0,null,null
30-01-2025,01:57:47,BK204872,Success,C14841,eBike,Golf Green,Sealdah,91,50,null,null,No,null,213,Cash,14,4,3.8
27-01-2025,20:52:18,BK979554,Failed,C59174,Auto,Garden Reach,Sinthi,210,145,null,null,No,null,286,Cash,13,4.2,3.8
26-01-2025,02:24:39,BK412372,Success,C24625,Bike,Naktala,Garia,126,30,null,null,No,null,156,Cash,25,3.7,3.4
27-01-2025,15:58:10,BK405130,Success,C45660,Prime Plus,Dunlop,Hazra,301,75,null,null,No,null,757,Credit Card,30,3.2,4.7
20-01-2025,21:38:31,BK317147,Success,C40573,Auto,Park Street,Kalighat,301,60,null,null,No,null,390,Cash,42,4.8,4
10-01-2025,02:25:16,BK929457,Success,C41675,Auto,Lake Town,Kidderpore,161,120,null,null,Yes,Other Issue,976,UPI,27,4.3,4.3
22-01-2025,11:08:53,BK888919,Failed,C94945,Prime Sedan,Jora Bridge,Sinthi,210,35,null,null,No,null,683,Cash,14,4.7,3.4
26-01-2025,13:54:17,BK260949,Success,C29924,Mini,Bowbazar,Kankurgachi,null,null,null,Personal & Car related issue,null,null,329,null,0,null,null
13-01-2025,09:09:01,BK373099,Success,C40428,Prime Sedan,Howrah,Kidderpore,105,60,null,null,No,null,999,UPI,43,4.6,4.2
24-01-2025,15:32:34,BK432289,Success,C53454,Prime Sedan,Ballygunge,Metiabruz,259,30,null,null,No,null,283,UPI,7,3.4,3.4
10-01-2025,13:36:51,BK391105,Success,C91639,Mini,Bhawanipore,Naktala,168,120,null,null,No,null,463,Cash,15,4.4,3.6
20-01-2025,00:18:18,BK886859,Success,C14582,Prime Sedan,Kasba,Lake Town,140,145,null,null,No,null,353,UPI,7,4.7,4.9
08-01-2025,18:13:57,BK361457,Success,C40635,Bike,Shyambazar,Baguiati,null,null,null,null,null,null,495,null,0,null,null
26-01-2025,02:03:41,BK394857,Success,C98379,Prime SUV,Ballygunge,Park Street,133,135,null,null,No,null,292,UPI,16,4.6,3.5
29-01-2025,20:51:12,BK828811,Success,C91953,Prime Sedan,Baguiati,Shalimar,210,25,null,null,No,null,448,UPI,15,3.2,4.9
17-01-2025,23:35:24,BK803704,Failed,C49441,Auto,Hazra,Park Street,null,null,AC is Not working,null,null,null,103,null,0,null,null
15-01-2025,20:04:34,BK637245,Success,C13118,eBike,Patuli,Burrabazar,null,null,null,More than permitted people in there,null,null,186,null,0,null,null
15-01-2025,09:37:01,BK430399,Failed,C50272,Prime SUV,Maniktala,Lake Town,301,105,null,null,Yes,Customer Demand,110,Cash,3,3.7,3.6
07-01-2025,01:58:43,BK352323,Success,C96339,eBike,Behala,Rajarhat,null,null,Change of plans,null,null,null,173,null,0,null,null
20-01-2025,21:49:26,BK984559,Failed,C94188,Bike,Belgachia,Rashbehari,210,105,null,null,No,null,512,Cash,14,4.9,4.9
03-01-2025,16:25:40,BK510806,Success,C56790,Prime Sedan,Alipore,Bhawanipore,null,null,null,null,null,null,2005,null,0,null,null
25-01-2025,12:59:55,BK461021,Failed,C45429,eBike,Sealdah,Belgachia,224,65,null,null,Yes,Customer Demand,238,Cash,18,4.7,4.6
30-01-2025,19:32:51,BK867718,Success,C51979,Mini,Sinthi,Hazra,189,135,null,null,Yes,Vehicle Breakdown,1921,UPI,40,3.3,3.9
27-01-2025,03:03:48,BK734686,Success,C16714,Prime Sedan,Kidderpore,Baguiati,null,null,null,null,null,null,296,null,0,null,null
25-01-2025,18:28:38,BK792768,Success,C30759,Auto,Dunlop,BBD Bagh,273,110,null,null,No,null,499,Cash,14,4.8,3.9
27-01-2025,17:54:03,BK231687,Success,C26983,Prime SUV,Garia,Entally,238,25,null,null,No,null,525,Cash,22,4.3,4
03-01-2025,03:41:21,BK820393,Success,C89695,Prime Plus,Chowringhee,Park Street,105,30,null,null,No,null,308,Cash,13,4.7,3.3
04-01-2025,01:17:38,BK750309,Success,C49865,Prime SUV,Moulali,Dumdum,null,null,Driver asked to cancel,null,null,null,118,null,0,null,null
10-01-2025,02:24:35,BK327276,Success,C60683,Bike,Chowringhee,Hazra,203,90,null,null,No,null,164,UPI,33,3.6,3.8
03-01-2025,08:25:08,BK518602,Failed,C83128,Bike,Jadavpur,BBD Bagh,null,null,null,Customer related issue,null,null,228,null,0,null,null
14-01-2025,17:57:51,BK225444,Success,C53691,Auto,Lake Gardens,Park Street,null,null,Change of plans,null,null,null,326,null,0,null,null
12-01-2025,12:07:54,BK354900,Failed,C48915,Bike,Moulali,New Town,null,null,null,null,null,null,849,null,0,null,null
13-01-2025,03:32:30,BK132851,Success,C67923,eBike,College Street,Naktala,308,110,null,null,No,null,678,Cash,32,4.6,3.5
17-01-2025,17:58:31,BK178261,Failed,C99691,Prime SUV,Sonarpur,Baguiati,null,null,Driver is not moving towards pickup location,null,null,null,431,null,0,null,null
25-01-2025,12:56:12,BK348468,Failed,C50306,Mini,Hazra,Lake Gardens,280,80,null,null,No,null,235,UPI,13,4,3.9
05-01-2025,22:05:25,BK253152,Failed,C82158,Prime SUV,Dharmatala,Shyambazar,119,110,null,null,No,null,223,Cash,3,5,4.8
22-01-2025,04:46:15,BK782049,Failed,C34628,Prime Plus,Salt Lake,Naktala,49,95,null,null,No,null,445,Cash,48,3.2,4.7
